Conference	Year	Title                                                                                                                           	DOI                      	Link                                       	FirstPage	LastPage	PaperType	Abstract                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          	AuthorNames-Deduped                                                                                                                                                                                                       	AuthorNames                                                                                                                                                                                                               	AuthorAffiliation                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         	InternalReferences                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     	AuthorKeywords                                                                                                                                                                      	AminerCitationCount_02-2020	AminerCitationCount_06-2020	XploreCitationCount - 2020-01	PubsCited	Award
VAST      	2012	Feature-similarity visualization of MRI cortical surface data                                                                   	10.1109/VAST.2012.6400548	http://dx.doi.org/10.1109/VAST.2012.6400548	211      	212     	M        	We present an analytics-based framework for simultaneous visualization of large surface data collections arising in clinical neuroimaging studies. Termed Informatics Visualization for Neuroimaging (INVIZIAN), this framework allows the visualization of both cortical surfaces characteristics and feature relatedness in unison. It also uses dimension reduction methods to derive new coordinate systems using a Jensen-Shannon divergence metric for positioning cortical surfaces in a metric space such that the proximity in location is proportional to neuroanatomical similarity. Feature data such as thickness and volume are colored on the cortical surfaces and used to display both subject-specific feature values and global trends within the population. Additionally, a query-based framework allows the neuroscience researcher to investigate probable correlations between neuroanatomical and subject patient attribute values such as age and diagnosis.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            	Ian Bowman;Shantanu H. Joshi;Vaughan Greer;John D. Van Horn                                                                                                                                                               	Ian Bowman;Shantanu H. Joshi;Vaughan Greer;John Darrell Van Horn                                                                                                                                                          	Laboratory of Neuro Imaging, UCLA School of Medicine, Los Angeles 90095;Laboratory of Neuro Imaging, UCLA School of Medicine, Los Angeles 90095;Laboratory of Neuro Imaging, UCLA School of Medicine, Los Angeles 90095;Laboratory of Neuro Imaging, UCLA School of Medicine, Los Angeles 90095                                                                                                                                                                                                                           	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       	                                                                                                                                                                                    	1                          	1                          	1                            	2
VAST      	2012	Matrix-based visual correlation analysis on large timeseries data                                                               	10.1109/VAST.2012.6400549	http://dx.doi.org/10.1109/VAST.2012.6400549	209      	210     	M        	In recent years, the quantity of time series data generated in a wide variety of domains grown consistently. Thus, it is difficult for analysts to process and understand this overwhelming amount of data. In the specific case of time series data another problem arises: time series can be highly interrelated. This problem becomes even more challenging when a set of parameters influences the progression of a time series. However, while most visual analysis techniques support the analysis of short time periods, e.g. one day or one week, they fail to visualize large-scale time series, ranging over one year or more. In our approach we present a time series matrix visualization that tackles this problem. Its primary advantages are that it scales to a large number of time series with different start and end points and allows for the visual comparison / correlation analysis of a set of influencing factors. To evaluate our approach, we applied our technique to a real-world data set, showing the impact of local weather conditions on the efficiency of photovoltaic power plants.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        	Michael Behrisch 0001;James Davey;Tobias Schreck;Daniel A. Keim;Jörn Kohlhammer                                                                                                                                           	Michael Behrisch;James Davey;Tobias Schreck;Daniel Keim;Jörn Kohlhammer                                                                                                                                                   	Universität Konstanz;Fraunhofer IGD;Universität Konstanz;Universität Konstanz;Fraunhofer IGD                                                                                                                                                                                                                                                                                                                                                                                                                              	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       	                                                                                                                                                                                    	1                          	3                          	3                            	7
VAST      	2012	A visual analytics approach to understanding cycling behaviour                                                                  	10.1109/VAST.2012.6400550	http://dx.doi.org/10.1109/VAST.2012.6400550	207      	208     	M        	Existing research into cycling behaviours has either relied on detailed ethnographic studies or larger public attitude surveys [1] [9]. Instead, following recent contributions from information visualization [13] and data mining [5] [7], this design study uses visual analytics techniques to identify, describe and explain cycling behaviours within a large and attribute rich transactional dataset. Using data from London's bike share scheme&lt;sup&gt;1&lt;/sup&gt;, customer level classifications will be created, which consider the regularity of scheme use, journey length and travel times. Monitoring customer usage over time, user classifications will attend to the dynamics of cycling behaviour, asking substantive questions about how behaviours change under varying conditions. The 3-year PhD project will contribute to academic and strategic discussions around sustainable travel policy. A programme of research is outlined, along with an early visual analytics prototype for rapidly querying customer journeys.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         	Roger Beecham;Jo Wood;Audrey Bowerman                                                                                                                                                                                     	Roger Beecham;Jo Wood;Audrey Bowerman                                                                                                                                                                                     	City University London;City University London;Transport for London                                                                                                                                                                                                                                                                                                                                                                                                                                                        	                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       	                                                                                                                                                                                    	3                          	3                          	1                            	13
VAST      	2012	Information retrieval failure analysis: Visual analytics as a support for interactive "what-if" investigation	10.1109/VAST.2012.6400551	http://dx.doi.org/10.1109/VAST.2012.6400551	204	206	M	This poster provides an analytical model for examining performances of IR systems, based on the discounted cumulative gain family of metrics, and visualization for interacting and exploring the performances of the system under examination. Moreover, we propose machine learning approach to learn the ranking model of the examined system in order to be able to conduct a “what-if” analysis and visually explore what can happen if you adopt a given solution before having to actually implement it.	Marco Angelini;Nicola Ferro 0001;Guido Granato;Giuseppe Santucci;Gianmaria Silvello	Marco Angelini;Nicola Ferro;Guido Granato;Guiseppe Santucci;Gianmaria Silvello	Sapienza University of Roma, Italy;University of Padua, Italy;Sapienza University of Roma, Italy;Sapienza University of Roma, Italy;University of Padua, Italy			2	2	2	3
VAST	2012	Watch this: A taxonomy for dynamic data visualization	10.1109/VAST.2012.6400552	http://dx.doi.org/10.1109/VAST.2012.6400552	193	202	C	Visualizations embody design choices about data access, data transformation, visual representation, and interaction. To interpret a static visualization, a person must identify the correspondences between the visual representation and the underlying data. These correspondences become moving targets when a visualization is dynamic. Dynamics may be introduced in a visualization at any point in the analysis and visualization process. For example, the data itself may be streaming, shifting subsets may be selected, visual representations may be animated, and interaction may modify presentation. In this paper, we focus on the impact of dynamic data. We present a taxonomy and conceptual framework for understanding how data changes influence the interpretability of visual representations. Visualization techniques are organized into categories at various levels of abstraction. The salient characteristics of each category and task suitability are discussed through examples from the scientific literature and popular practices. Examining the implications of dynamically updating visualizations warrants attention because it directly impacts the interpretability (and thus utility) of visualizations. The taxonomy presented provides a reference point for further exploration of dynamic data visualization techniques.	Joseph A. Cottam;Andrew Lumsdaine;Chris Weaver	Joseph A. Cottam;Andrew Lumsdaine;Chris Weaver	Indiana University;Indiana University;University of Oklahoma	10.1109/TVCG.2009.123;10.1109/INFVIS.2004.65;10.1109/TVCG.2007.70539;10.1109/TVCG.2008.125;10.1109/INFVIS.2000.885092	Dynamic Data, Interpretation	16	16	10	49	
VAST	2012	Visual analytics methods for categoric spatio-temporal data	10.1109/VAST.2012.6400553	http://dx.doi.org/10.1109/VAST.2012.6400553	183	192	C	We focus on visual analysis of space- and time-referenced categorical data, which describe possible states of spatial (geographical) objects or locations and their changes over time. The analysis of these data is difficult as there are only limited possibilities to analyze the three aspects (location, time and category) simultaneously. We present a new approach which interactively combines (a) visualization of categorical changes over time; (b) various spatial data displays; (c) computational techniques for task-oriented selection of time steps. They provide an expressive visualization with regard to either the overall evolution over time or unusual changes. We apply our approach on two use cases demonstrating its usefulness for a wide variety of tasks. We analyze data from movement tracking and meteorologic areas. Using our approach, expected events could be detected and new insights were gained.	Tatiana von Landesberger;Sebastian Bremm;Natalia V. Andrienko;Gennady L. Andrienko;Maria Tekusova	T. von Landesberger;Sebastian Bremm;Natalia Andrienko;Gennady Andrienko;Mária Tekušová	TU Darmstadt Darmstadt, Germany;TU Darmstadt Darmstadt, Germany;Fraunhofer IAIS Bonn, Germany;Fraunhofer IAIS Bonn, Germany;SHMU Bratislava, Slovakia	10.1109/TVCG.2011.174;10.1109/TVCG.2009.117;10.1109/TVCG.2009.181;10.1109/INFVIS.2000.885098;10.1109/TVCG.2010.138;10.1109/VAST.2010.5652530;10.1109/INFVIS.2004.27;10.1109/INFVIS.2005.1532152;10.1109/INFVIS.2001.963281;10.1109/TVCG.2008.165;10.1109/TVCG.2009.153		33	37	22	43	
VAST	2012	Visual analytics for the big data era---A comparative review of state-of-the-art commercial systems	10.1109/VAST.2012.6400554	http://dx.doi.org/10.1109/VAST.2012.6400554	173	182	C	Visual analytics (VA) system development started in academic research institutions where novel visualization techniques and open source toolkits were developed. Simultaneously, small software companies, sometimes spin-offs from academic research institutions, built solutions for specific application domains. In recent years we observed the following trend: some small VA companies grew exponentially; at the same time some big software vendors such as IBM and SAP started to acquire successful VA companies and integrated the acquired VA components into their existing frameworks. Generally the application domains of VA systems have broadened substantially. This phenomenon is driven by the generation of more and more data of high volume and complexity, which leads to an increasing demand for VA solutions from many application domains. In this paper we survey a selection of state-of-the-art commercial VA frameworks, complementary to an existing survey on open source VA tools. From the survey results we identify several improvement opportunities as future research directions.	Leishi Zhang;Andreas Stoffel;Michael Behrisch 0001;Sebastian Mittelstädt;Tobias Schreck;René Pompl;Stefan Weber 0004;Holger Last;Daniel A. Keim	Leishi Zhang;Andreas Stoffel;Michael Behrisch;Sebastian Mittelstadt;Tobias Schreck;René Pompl;Stefan Weber;Holger Last;Daniel Keim	University of Konstanz, Germany;University of Konstanz, Germany;University of Konstanz, Germany;University of Konstanz, Germany;University of Konstanz, Germany;Siemens AG;Siemens AG;Siemens AG;University of Konstanz, Germany	10.1109/INFVIS.2004.12;10.1109/INFVIS.2004.64;10.1109/INFVIS.2000.885098		60	76	51	29	
VAST	2012	Smart super views---A knowledge-assisted interface for medical visualization	10.1109/VAST.2012.6400555	http://dx.doi.org/10.1109/VAST.2012.6400555	163	172	C	Due to the ever growing volume of acquired data and information, users have to be constantly aware of the methods for their exploration and for interaction. Of these, not each might be applicable to the data at hand or might reveal the desired result. Owing to this, innovations may be used inappropriately and users may become skeptical. In this paper we propose a knowledge-assisted interface for medical visualization, which reduces the necessary effort to use new visualization methods, by providing only the most relevant ones in a smart way. Consequently, we are able to expand such a system with innovations without the users to worry about when, where, and especially how they may or should use them. We present an application of our system in the medical domain and give qualitative feedback from domain experts.	Gabriel Mistelbauer;Hamed Bouzari;Rüdiger Schernthaner;Ivan Baclija;Arnold Köchl;Stefan Bruckner;Milos Srámek;M. Eduard Gröller	Gabriel Mistelbauer;Arnold Köchl;Rudiger Schernthaner;Ivan Baclija;Rüdiger Schernthaner;Stefan Bruckner;Milos Sramek;Meister Eduard Gröller	Vienna University of Technology, Austria;Kaiser-Franz-Josef Hospital Vienna, Austria;Austrian Academy of Sciences;Vienna University of Technology Austria;Medical University of Vienna, Austria;Austrian Academy of Sciences;Kaiser-Franz-Josef Hospital Vienna, Austria;Vienna University of Technology, Austria	10.1109/VISUAL.2003.1250400;10.1109/TVCG.2006.152;10.1109/TVCG.2007.70576;10.1109/TVCG.2007.70591;10.1109/VISUAL.2002.1183754;10.1109/VISUAL.2005.1532856;10.1109/TVCG.2011.183;10.1109/VISUAL.2005.1532818;10.1109/TVCG.2006.148	Visualization, Fuzzy Logic, Interaction	4	5	4	40	
VAST	2012	AlVis: Situation awareness in the surveillance of road tunnels	10.1109/VAST.2012.6400556	http://dx.doi.org/10.1109/VAST.2012.6400556	153	162	C	In the surveillance of road tunnels, video data plays an important role for a detailed inspection and as an input to systems for an automated detection of incidents. In disaster scenarios like major accidents, however, the increased amount of detected incidents may lead to situations where human operators lose a sense of the overall meaning of that data, a problem commonly known as a lack of situation awareness. The primary contribution of this paper is a design study of AlVis, a system designed to increase situation awareness in the surveillance of road tunnels. The design of AlVis is based on a simplified tunnel model which enables an overview of the spatiotemporal development of scenarios in real-time. The visualization explicitly represents the present state, the history, and predictions of potential future developments. Concepts for situation-sensitive prioritization of information ensure scalability from normal operation to major disaster scenarios. The visualization enables an intuitive access to live and historic video for any point in time and space. We illustrate AlVis by means of a scenario and report qualitative feedback by tunnel experts and operators. This feedback suggests that AlVis is suitable to save time in recognizing dangerous situations and helps to maintain an overview in complex disaster scenarios.	Harald Piringer;Matthias Buchetics;Rudolf Benedik	Harald Piringer;Matthias Buchetics;Rudolf Benedik	VRVis Research Center;VRVis Research Center;Kapsch TrafficCom AG	10.1109/INFVIS.2002.1173149;10.1109/INFVIS.2005.1532134;10.1109/VAST.2011.6102456;10.1109/TVCG.2007.70544;10.1109/TVCG.2007.70521;10.1109/TVCG.2007.70621;10.1109/INFVIS.2004.27;10.1109/INFVIS.1995.528685;10.1109/TVCG.2008.185;10.1109/VAST.2007.4388994;10.1109/VAST.2007.4388998;10.1109/VAST.2008.4677353		13	15	11	40	
VAST	2012	Spatiotemporal social media analytics for abnormal event detection and examination using seasonal-trend decomposition	10.1109/VAST.2012.6400557	http://dx.doi.org/10.1109/VAST.2012.6400557	143	152	C	Recent advances in technology have enabled social media services to support space-time indexed data, and internet users from all over the world have created a large volume of time-stamped, geo-located data. Such spatiotemporal data has immense value for increasing situational awareness of local events, providing insights for investigations and understanding the extent of incidents, their severity, and consequences, as well as their time-evolving nature. In analyzing social media data, researchers have mainly focused on finding temporal trends according to volume-based importance. Hence, a relatively small volume of relevant messages may easily be obscured by a huge data set indicating normal situations. In this paper, we present a visual analytics approach that provides users with scalable and interactive social media data analysis and visualization including the exploration and examination of abnormal topics and events within various social media data sources, such as Twitter, Flickr and YouTube. In order to find and understand abnormal events, the analyst can first extract major topics from a set of selected messages and rank them probabilistically using Latent Dirichlet Allocation. He can then apply seasonal trend decomposition together with traditional control chart methods to find unusual peaks and outliers within topic time series. Our case studies show that situational awareness can be improved by incorporating the anomaly and trend examination techniques into a highly interactive visual analysis process.	Junghoon Chae;Dennis Thom;Harald Bosch;Yun Jang;Ross Maciejewski;David S. Ebert;Thomas Ertl	Junghoon Chae;Dennis Thom;Harald Bosch;Yun Jang;Ross Maciejewski;David S. Ebert;Thomas Ertl	Purdue University;University of Stuttgart;University of Stuttgart;Sejong University;Arizona State University;Purdue University;University of Stuttgart	10.1109/VAST.2011.6102456;10.1109/VAST.2011.6102461;10.1109/TVCG.2008.175		104	145	94	39	
VAST	2012	SocialNetSense: Supporting sensemaking of social and structural features in networks with interactive visualization	10.1109/VAST.2012.6400558	http://dx.doi.org/10.1109/VAST.2012.6400558	133	142	C	Increasingly, social network datasets contain social attribute information about actors and their relationship. Analyzing such network with social attributes requires making sense of not only its structural features, but also the relationship between social features in attributes and network structures. Existing social network analysis tools are usually weak in supporting complex analytical tasks involving both structural and social features, and often overlook users' needs for sensemaking tools that help to gather, synthesize, and organize information of these features. To address these challenges, we propose a sensemaking framework of social-network visual analytics in this paper. This framework considers both bottom-up processes, which are about constructing new understandings based on collected information, and top-down processes, which concern using prior knowledge to guide information collection, in analyzing social networks from both social and structural perspectives. The framework also emphasizes the externalization of sensemaking processes through interactive visualization. Guided by the framework, we develop a system, SocialNetSense, to support the sensemaking in visual analytics of social networks with social attributes. The example of using our system to analyze a scholar collaboration network shows that our approach can help users gain insight into social networks both structurally and socially, and enhance their process awareness in visual analytics.	Liang Gou;Xiaolong Zhang 0001;Airong Luo;Patricia F. Anderson	Liang Gou;Xiaolong Zhang;Airong Luo;Patricia F. Anderson	The Pennsylvania State University;The Pennsylvania State University;University of Michigan;University of Michigan	10.1109/INFVIS.1999.801853;10.1109/TVCG.2011.247;10.1109/INFVIS.2005.1532126;10.1109/VISUAL.2005.1532788;10.1109/TVCG.2007.70582;10.1109/TVCG.2006.192;10.1109/VAST.2009.5333020;10.1109/VAST.2011.6102440;10.1109/VAST.2006.261426;10.1109/INFVIS.2004.2;10.1109/TVCG.2008.137;10.1109/TVCG.2006.166;10.1109/TVCG.2006.160;10.1109/VAST.2008.4677365;10.1109/TVCG.2006.147;10.1109/VAST.2007.4389006	Social network, visualization, sensemaking, visual analytics, SocialNetSense	6	6	0	48	
VAST	2012	Analyst's Workspace: An embodied sensemaking environment for large, high-resolution displays	10.1109/VAST.2012.6400559	http://dx.doi.org/10.1109/VAST.2012.6400559	123	131	C	Distributed cognition and embodiment provide compelling models for how humans think and interact with the environment. Our examination of the use of large, high-resolution displays from an embodied perspective has lead directly to the development of a new sensemaking environment called Analyst's Workspace (AW). AW leverages the embodied resources made more accessible through the physical nature of the display to create a spatial workspace. By combining spatial layout of documents and other artifacts with an entity-centric, explorative investigative approach, AW aims to allow the analyst to externalize elements of the sensemaking process as a part of the investigation, integrated into the visual representations of the data itself. In this paper, we describe the various capabilities of AW and discuss the key principles and concepts underlying its design, emphasizing unique design principles for designing visual analytic tools for large, high-resolution displays.	Christopher Andrews;Chris North	Christopher Andrews;Chris North	Virginia Tech;Virginia Tech	10.1109/TVCG.2008.121;10.1109/VAST.2008.4677362;10.1109/INFVIS.2004.27;10.1109/VAST.2008.4677358;10.1109/TVCG.2006.184;10.1109/VAST.2007.4388992;10.1109/VAST.2010.5652880;10.1109/VAST.2011.6102449;10.1109/VAST.2007.4389006;10.1109/VAST.2011.6102438;10.1109/VAST.2009.5333878	Embodiment, distributed cognition, large and high-resolution display, sensemaking, space	30	37	26	52	
VAST	2012	The Deshredder: A visual analytic approach to reconstructing shredded documents	10.1109/VAST.2012.6400560	http://dx.doi.org/10.1109/VAST.2012.6400560	113	122	C	Reconstruction of shredded documents remains a significant challenge. Creating a better document reconstruction system enables not just recovery of information accidentally lost but also understanding our limitations against adversaries' attempts to gain access to information. Existing approaches to reconstructing shredded documents adopt either a predominantly manual (e.g., crowd-sourcing) or a near automatic approach. We describe Deshredder, a visual analytic approach that scales well and effectively incorporates user input to direct the reconstruction process. Deshredder represents shredded pieces as time series and uses nearest neighbor matching techniques that enable matching both the contours of shredded pieces as well as the content of shreds themselves. More importantly, Deshred-der's interface support visual analytics through user interaction with similarity matrices as well as higher level assembly through more complex stitching functions. We identify a functional task taxonomy leading to design considerations for constructing deshredding solutions, and describe how Deshredder applies to problems from the DARPA Shredder Challenge through expert evaluations.	Patrick Butler;Prithwish Chakraborty;Naren Ramakrishnan	Patrick Butler;Prithwish Chakraborty;Naren Ramakrishan	Department of Computer Science and Discovery Analytics Center, Virginia Tech, Blacksburg, VA 24061;Department of Computer Science and Discovery Analytics Center, Virginia Tech, Blacksburg, VA 24061;Department of Computer Science and Discovery Analytics Center, Virginia Tech, Blacksburg, VA 24061			15	18	15	37	
InfoVis	2013	A Deeper Understanding of Sequence in Narrative Visualization	10.1109/TVCG.2013.119	http://dx.doi.org/10.1109/TVCG.2013.119	2406	2415	J	Conveying a narrative with visualizations often requires choosing an order in which to present visualizations. While evidence exists that narrative sequencing in traditional stories can affect comprehension and memory, little is known about how sequencing choices affect narrative visualization. We consider the forms and reactions to sequencing in narrative visualization presentations to provide a deeper understanding with a focus on linear, 'slideshow-style' presentations. We conduct a qualitative analysis of 42 professional narrative visualizations to gain empirical knowledge on the forms that structure and sequence take. Based on the results of this study we propose a graph-driven approach for automatically identifying effective sequences in a set of visualizations to be presented linearly. Our approach identifies possible transitions in a visualization set and prioritizes local (visualization-to-visualization) transitions based on an objective function that minimizes the cost of transitions from the audience perspective. We conduct two studies to validate this function. We also expand the approach with additional knowledge of user preferences for different types of local transitions and the effects of global sequencing strategies on memory, preference, and comprehension. Our results include a relative ranking of types of visualization transitions by the audience perspective and support for memory and subjective rating benefits of visualization sequences that use parallelism as a structural device. We discuss how these insights can guide the design of narrative visualization and systems that support optimization of visualization sequence.	Jessica Hullman;Steven Mark Drucker;Nathalie Henry Riche;Bongshin Lee;Danyel Fisher;Eytan Adar	Jessica Hullman;Steven Drucker;Nathalie Henry Riche;Bongshin Lee;Danyel Fisher;Eytan Adar	University of Michigan;Microsoft Research;Microsoft Research;Microsoft Research;Microsoft Research;University of Michigan	10.1109/VISUAL.2005.1532788;10.1109/TVCG.2007.70577;10.1109/TVCG.2007.70594;10.1109/TVCG.2010.179;10.1109/TVCG.2008.137;10.1109/TVCG.2011.255;10.1109/TVCG.2007.70584;10.1109/TVCG.2007.70539;10.1109/INFVIS.2000.885086	Data storytelling, narrative visualization, narrative structure	39	58	42	37	
InfoVis	2013	A Design Space of Visualization Tasks	10.1109/TVCG.2013.120	http://dx.doi.org/10.1109/TVCG.2013.120	2366	2375	J	Knowledge about visualization tasks plays an important role in choosing or building suitable visual representations to pursue them. Yet, tasks are a multi-faceted concept and it is thus not surprising that the many existing task taxonomies and models all describe different aspects of tasks, depending on what these task descriptions aim to capture. This results in a clear need to bring these different aspects together under the common hood of a general design space of visualization tasks, which we propose in this paper. Our design space consists of five design dimensions that characterize the main aspects of tasks and that have so far been distributed across different task descriptions. We exemplify its concrete use by applying our design space in the domain of climate impact research. To this end, we propose interfaces to our design space for different user roles (developers, authors, and end users) that allow users of different levels of expertise to work with it.	Hans-Jörg Schulz;Thomas Nocke;Magnus Heitzler;Heidrun Schumann	Hans-Jörg Schulz;Thomas Nocke;Magnus Heitzler;Heidrun Schumann	University of Rostock;Potsdam Institute for Climate Impact Research;Potsdam Institute for Climate Impact Research;University of Rostock	10.1109/INFVIS.1996.559213;10.1109/INFVIS.2005.1532136;10.1109/TVCG.2007.70515;10.1109/VISUAL.1990.146372;10.1109/TVCG.2012.205;10.1109/VISUAL.1992.235203;10.1109/INFVIS.2004.59;10.1109/VAST.2008.4677365;10.1109/INFVIS.1996.559211;10.1109/INFVIS.2004.10;10.1109/INFVIS.1997.636792;10.1109/INFVIS.2000.885093;10.1109/INFVIS.2000.885092;10.1109/VISUAL.1990.146375	Task taxonomy, design space, climate impact research, visualization recommendation	68	81	69	64	
SciVis	2013	A Lightweight Tangible 3D Interface for Interactive Visualization of Thin fiber Structures	10.1109/TVCG.2013.121	http://dx.doi.org/10.1109/TVCG.2013.121	2802	2809	J	We present a prop-based, tangible interface for 3D interactive visualization of thin fiber structures. These data are commonly found in current bioimaging datasets, for example second-harmonic generation microscopy of collagen fibers in tissue. Our approach uses commodity visualization technologies such as a depth sensing camera and low-cost 3D display. Unlike most current uses of these emerging technologies in the games and graphics communities, we employ the depth sensing camera to create a fish-tank sterePoscopic virtual reality system at the scientist's desk that supports tracking of small-scale gestures with objects already found in the work space. We apply the new interface to the problem of interactive exploratory visualization of three-dimensional thin fiber data. A critical task for the visual analysis of these data is understanding patterns in fiber orientation throughout a volume.The interface enables a new, fluid style of data exploration and fiber orientation analysis by using props to provide needed passive-haptic feedback, making 3D interactions with these fiber structures more controlled. We also contribute a low-level algorithm for extracting fiber centerlines from volumetric imaging. The system was designed and evaluated with two biophotonic experts who currently use it in their lab. As compared to typical practice within their field, the new visualization system provides a more effective way to examine and understand the 3D bioimaging datasets they collect.	Bret Jackson;Tung Yuen Lau;David Schroeder;Kimani C. Toussaint;Daniel F. Keefe	Bret Jackson;Tung Yuen Lau;David Schroeder;Kimani C. Toussaint;Daniel F. Keefe	University of Minnesota;University of Illinois Urbana-Champaign;University of Minnesota;University of Illinois Urbana-Champaign;University of Minnesota	10.1109/TVCG.2009.138;10.1109/VISUAL.2005.1532846;10.1109/VISUAL.2002.1183753;10.1109/VISUAL.1997.663912	Scientific visualization, 3D interaction, tangible interaction, microscopy visualization	18	28	19	26	
InfoVis	2013	A Model for Structure-Based Comparison of Many Categories in Small-Multiple Displays	10.1109/TVCG.2013.122	http://dx.doi.org/10.1109/TVCG.2013.122	2287	2296	J	Many application domains deal with multi-variate data that consist of both categorical and numerical information. Small-multiple displays are a powerful concept for comparing such data by juxtaposition. For comparison by overlay or by explicit encoding of computed differences, however, a specification of references is necessary. In this paper, we present a formal model for defining semantically meaningful comparisons between many categories in a small-multiple display. Based on pivotized data that are hierarchically partitioned by the categories assigned to the x and y axis of the display, we propose two alternatives for structure-based comparison within this hierarchy. With an absolute reference specification, categories are compared to a fixed reference category. With a relative reference specification, in contrast, a semantic ordering of the categories is considered when comparing them either to the previous or subsequent category each. Both reference specifications can be defined at multiple levels of the hierarchy (including aggregated summaries), enabling a multitude of useful comparisons. We demonstrate the general applicability of our model in several application examples using different visualizations that compare data by overlay or explicit encoding of differences.	Johannes Kehrer;Harald Piringer;Wolfgang Berger;M. Eduard Gröller	Johannes Kehrer;Harald Piringer;Wolfgang Berger;M. Eduard Gröller	VRVis Research Center, Vienna, and the Institute of Computer Graphics and Algorithms, Vienna University of Technology;VRVis Research Center, Vienna;VRVis Research Center, Vienna;Institute of Computer Graphics and Algorithms, Vienna University of Technology	10.1109/TVCG.2010.138;10.1109/TVCG.2007.70594;10.1109/VISUAL.2005.1532821;10.1109/TVCG.2013.125;10.1109/TVCG.2011.178;10.1109/VAST.2011.6102439;10.1109/TVCG.2008.125;10.1109/INFVIS.2000.885086;10.1109/TVCG.2012.237;10.1109/TVCG.2007.70521	Comparative visualization, small-multiple displays, trellis displays, categorical data	18	22	19	33	
SciVis	2013	A Multi-Criteria Approach to Camera Motion Design for Volume Data Animation	10.1109/TVCG.2013.123	http://dx.doi.org/10.1109/TVCG.2013.123	2792	2801	J	We present an integrated camera motion design and path generation system for building volume data animations. Creating animations is an essential task in presenting complex scientific visualizations. Existing visualization systems use an established animation function based on keyframes selected by the user. This approach is limited in providing the optimal in-between views of the data. Alternatively, computer graphics and virtual reality camera motion planning is frequently focused on collision free movement in a virtual walkthrough. For semi-transparent, fuzzy, or blobby volume data the collision free objective becomes insufficient. Here, we provide a set of essential criteria focused on computing camera paths to establish effective animations of volume data. Our dynamic multi-criteria solver coupled with a force-directed routing algorithm enables rapid generation of camera paths. Once users review the resulting animation and evaluate the camera motion, they are able to determine how each criterion impacts path generation. In this paper, we demonstrate how incorporating this animation approach with an interactive volume visualization system reduces the effort in creating context-aware and coherent animations. This frees the user to focus on visualization tasks with the objective of gaining additional insight from the volume data.	Wei-Hsien Hsu;Yubo Zhang;Kwan-Liu Ma	Wei-Hsien Hsu;Yubo Zhang;Kwan-Liu Ma	University of California, Davis;University of California, Davis;University of California, Davis	10.1109/TVCG.2006.152;10.1109/TVCG.2006.140;10.1109/TVCG.2009.189;10.1109/INFVIS.2003.1249004;10.1109/VISUAL.2005.1532834;10.1109/TVCG.2012.292;10.1109/VISUAL.2005.1532787;10.1109/VISUAL.2005.1532833;10.1109/VISUAL.2001.964517	Camera motion planning, volume rendering, visualization, animation	8	9	6	39	
